nom_produit,prix,categorie,note,source_file
Coffret cadeau parfums haut gamme pour femmes – 6 x 35 ml Eau de Parfum femme portable Huile de Parfum longue durée Souligne votre charme,"19,99€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
"Cacharel - Amor Amor - Eau De Toilette - Parfum Sensuel, Doux et Romantique pour Femme - Une Fragrance Florale, Fruitée et Ambrée - Parfum de Luxe pour Femme","59,84€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
"ULRIC DE VARENS - Eau de Parfum Varensia - Floral, Fruité, Chypré - Parfum Femme - Vaporisateur - Made in France - 50 ml","9,17€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
"Cacharel - Loulou - Eau de Parfum - Envoûtant, Sensuel, Énigmatique - Fragrance Florale & Ambrée - Longue Tenue - Parfum de Luxe pour Femme","55,95€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
Mauboussin - Pour Elle 100ml + 20ml (Travel Spray) - Eau de Parfum Femme - Senteur Florale & Fruitée,"42,90€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
"Mauboussin - Coffret Prestige Elixir Pour Elle : Eau de Parfum 100ml, Lait Corps 75ml, Travel Spray 20ml & Sac Bandoulière","49,90€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
Mauboussin - Promise Me 90ml - Eau de Parfum Femme - Senteur Chyprée & Moderne,,Cosmétique et Beauté,"4,4",guerlain_amazon.csv
JEANNE ARTHES - Parfum Femme Cassandra Rose Intense - Eau de Parfum - Flacon Vaporisateur 100 ml - Fabriqué en France à Grasse,"4,89€",Cosmétique et Beauté,"4,3",guerlain_amazon.csv
JEANNE EN PROVENCE - Eau De Parfum Boisée Et Floral Femme - Un Matin Dans La Roseraie - Ingrédients D'Origine Naturelle - Fabriqué En France - Flacon 60 ml,"11,88€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
"OUAI North Bondi Eau de Parfum - Parfum élégant pour femme au quotidien - Parfum floral frais avec des notes de citron, jasmin et bergamote, et de délicates touches de violette et musc blanc (50ml)","60,00€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
L'OCCITANE - Gommage Corps Riche Karité Confort - 200 ml - Exfolie et nourrit - Fabriqué en France,"34,00€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
"ANAiRUi Tampons Nettoyants Exfoliants au Acide Kojique de Curcuma, avec Niacinamide, Acide Salicylique, Traitement Facial Nettoyant en Profondeur, Réduction, Contrôle de l'acné et du Sébum, 50 Pièces","16,99€",Cosmétique et Beauté,"3,9",guerlain_amazon.csv
NYX Professional Makeup Fat Oil Body - Brume Parfumée Corps & Cheveux - Notes de Vanille & Crème fouettée - Pour les Baddies Qui S'Assument ! - Version : SUGA BADDIE - Format Standard,"14,00€",Cosmétique et Beauté,,guerlain_amazon.csv
Parfum Femme Eau De Rochas Rochas EDT,,Cosmétique et Beauté,"4,6",guerlain_amazon.csv
Parfum Femme SOLINOTES Thé Blanc - Eau De Parfum | Fragrance Florale et Apaisante - Cadeau Parfait pour Elle - 50 ml,"20,50€",Cosmétique et Beauté,"4,3",guerlain_amazon.csv
"Nuxe Eau de Toilette, 30 ml, 1 Unité","12,59€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
"CACHAREL Yes I Am Bloom Up! - Eau de Parfum Femme - Floral Ambré - Accords de Baies Rouges, Pivoine Rouge & Bois de Santal - Tenue Longue Durée - Spray Vaporisateur","34,95€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
Dior,"10,99€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
Jaipur Homme Eau de Parfum Vaporisateur 100 ml,"46,66€",Cosmétique et Beauté,"4,7",guerlain_amazon.csv
"Clinique Aromatics Elixir Eau De Parfum | Parfum Culte | Notes de Rose Bulgare, Ylang-Ylang, Patchouli, Jasmin + Vétiver","134,95€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
Grès Madame Grès Eau de parfum pour femme 100 ml,"24,85€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
Lolita Lempicka Lolita Lempicka Le Parfum for Women 3.4 oz EDP Spray,"62,00€",Cosmétique et Beauté,"4,3",guerlain_amazon.csv
"Cacharel - Eden - Eau de Parfum - Parfum Féminin Sensuel, Mystérieux et Séduisant - Fragrance Florale - Longue Tenue - Parfum de Luxe pour Femme","49,00€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
Elizabeth Arden - Red Door - Eau de toilette pour Femme - Senteur Florale - Spray Vaporisateur - Parfum Durable et Intense - Symbole de Charme et de Luxe,"29,21€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
"AZZARO The Most Wanted Parfum Pour Lui - Parfum Homme - Fougère Ambré Épicé - Gingembre, Vanille Bourbon & Bois Ambré - Tenue Longue Durée - Spray Vaporisateur","91,50€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
"M. Asam MAGIC FINISH Stick contouring Light-Medium (8 g) - Formule 3 en 1 texture crème, estompage facile et effet sculptant, sublime les traits avec des jeux d'ombre et de lumière, crème ultra-douce","16,99€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
"M. Asam MAGIC FINISH Ultra Glaze Cheeky-Rose (4ml) – Gloss rose frais à l'effet volume, hydratation et brillance absolues, parfum gourmand de vanille, formule hydratante à l'acide hyaluronique","10,99€",Cosmétique et Beauté,"4,2",guerlain_amazon.csv
"CATKIN Serum Plumping Lip Gloss, Gloss Repulpant Levres, Huile à Lèvres Teintée, Pulpeuses, Rafraîchissantes, Hydratation, Longue Tenue, Non gras, Contient 90% d'essence Nourrissante, 3.5 ml","16,99€",Cosmétique et Beauté,"4,3",guerlain_amazon.csv
"Geoffrey Beene, Grey Flannel, Eau de toilette pour Homme Senteur Boisée et Orientale, Fragrance Chyprée Verte Unique, Authentique et Sophistiqué, Avec trois notes de parfum, 120 ml","18,75€",Cosmétique et Beauté,"3,9",guerlain_amazon.csv
Maroussia - Eau de Toilette Slava Zaitsev - 100 ml,"35,90€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
"Mauboussin - Coffret Prestige In Red : Eau de Parfum 100ml, Lait Corps 75ml, Travel Spray 20ml & Sac Bandoulière","47,90€",Cosmétique et Beauté,"4,3",guerlain_amazon.csv
"Roger&Gallet - Cologne Twist - Parfum Frais aux Notes de Citron, Sauge, Bergamote et Bois de Cachemire - Eau de Cologne avec 95% d’Ingrédients Naturels - Fragrance Mixte Revitalisante","32,89€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
"Elizabeth Arden 5th avenue NYC DREAM Eau de de Parfum Femme, Floral et Epicée, Vaporisateur 75ml","16,92€",Cosmétique et Beauté,"3,9",guerlain_amazon.csv
Mauboussin - Elixir Pour Elle 100ml + 20ml (Travel Spray) - Eau de parfum Femme - Senteur Florale & Orientale,"42,90€",Cosmétique et Beauté,"4,7",guerlain_amazon.csv
"OULAC Métallique Briller Rouge à lèvres, Glitter 3D Longue durée Haut pigmenté et fort impact, Imperméable et résistant à la transpiration Maquillage, 4,3 g, Or du Sahara (10)","7,99€",Cosmétique et Beauté,"4,1",guerlain_amazon.csv
"Cacharel - Anaïs Anaïs - Eau de Toilette - Parfum Féminin Tendre, Délicat & Doux - Fragrance Fraîche & Florale - Tenue Longue Durée - Parfum de Luxe pour Femme","38,95€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
"GUESS Seductive, Eau de Toilette pour Femme, Parfum Fruité Floral, Parfum Sensuel Longue Durée, 125 ml","28,95€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
Cacharel - Yes I Am Glorious - Eau de Parfum - Parfum Rayonnant pour Femme Confiante - Fragrance Fruitée et Florale - Longue Tenue - Parfum de Luxe pour Femme,"44,00€",Cosmétique et Beauté,"4,7",guerlain_amazon.csv
"GUESS Seductive Noir, Eau de Toilette pour Femme, Parfum Floral, Parfum Sensuel Longue Durée, 30 ml","16,00€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
"SKY -Eau de Parfum Dubai pour Femme - 65ml - Parfum Floral Étoilé, Musqué, Exotique - Idée Cadeau","34,90€",Cosmétique et Beauté,"4,8",guerlain_amazon.csv
"d'Alba First Spray Serum Sérum en Spray à la Truffe Blanche Italienne, Soin Végétalien, Brume Hydratante pour le Peau Radieuse, Sérum éclat, Soin Tout-en-Un (50ml)","15,99€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
"Pinceau de maquillage M. Asam Magic Finish Kabuki (1 pièce), poils synthétiques doux pour finition aérographe, parfait pour la poudre, le blush et la poudre bronzante","14,99€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
"Farmacy Tonique éclaircissante pour le visage - Toner avec 3% TXA, acide azélaïque et PHA, 120 ml","40,72€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
ZOERAY Bracelet Femme Argent 925/Or en Trefle à 4 Feuilles Réglable Bracelet 18K Plaqué Or en Zircon Cubique Papillon Fleur Bracelets Amitié Parure Bijoux Idée Cadeau Marraine Anniversaire Femme Fille,"13,99€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
Rumeur Edp Vapo 100 Ml,,Cosmétique et Beauté,"4,7",guerlain_amazon.csv
"Guerlain, Visionnaire depuis 1828",,Cosmétique et Beauté,"5,0",guerlain_amazon.csv
AYAT PERFUMES – Extrait Eau de Parfum Vivid Pink 100 ml – Collection Diamond Series – Parfum Oriental de Dubaï pour Femme – Jolie Bouteille Fabriquée aux Émirats,"29,99€",Cosmétique et Beauté,"4,0",guerlain_amazon.csv
Lanvin - Éclat d'Arpège - Eau de parfum en flacon vaporisateur - 30 ml,"21,99€",Cosmétique et Beauté,"4,2",guerlain_amazon.csv
Petit manuel à l'usage de ceux pour qui l'oral est un cauchemar,"13,90€",Cosmétique et Beauté,"4,2",guerlain_amazon.csv
"AYAT PERFUMES – SPARKLE SERIES Eau de Parfum Femme 100 ml Pink Gold | Parfum Floral Gourmand aux Notes de Pêche, Jasmin & Vanille | Parfum Oriental Sensuel Longue Tenue – Fabriqué à Dubaï","25,00€",Cosmétique et Beauté,"4,0",guerlain_amazon.csv
"GUESS Seductive Red, Eau de Toilette pour Femme, Parfum Gourmand, Parfum Sensuel Longue Durée, 30 ml","29,00€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
"Roberto Cavalli Florence, Eau de Parfum pour Femme, Parfum opulent","26,95€",Cosmétique et Beauté,"4,3",guerlain_amazon.csv
Guerlain : Les flacons à parfum depuis 1828,,Cosmétique et Beauté,"5,0",guerlain_amazon.csv
"MUGLER ANGEL FANTASM Eau De Parfum Rechargeable Pour Elle - Parfum Pour Femme - Gourmand, Ambré et Fruité","139,90€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
"Moroccanoil L'Originale Eau de Parfum, 60ml","90,00€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
"Parfums (Calendrier mural 2025 DIN A3 horizontal), CALVENDO calendrier mensuel: Parfums Guerlain","31,99€",Cosmétique et Beauté,,guerlain_amazon.csv
Spray Intrude 100ml (L'INTRUDE),"21,38€",Cosmétique et Beauté,"4,2",guerlain_amazon.csv
Mauboussin - A la Folie 100ml - Eau de Parfum Femme - Senteur Florale & Orientale,"38,90€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
"Mauboussin - Star Chérie 90ml + 20ml (Travel Spray) - Eau de Parfum Femme - Senteur Florale, Orientale, Fruitée & Gourmande","41,40€",Cosmétique et Beauté,"4,1",guerlain_amazon.csv
"Jennifer Lopez Eau de parfum Live Luxe, vaporisateur, 100 ml, parfum délicat provenant d’un stockiste autorisé","29,34€",Cosmétique et Beauté,"4,2",guerlain_amazon.csv
"La Rive Madame Isabelle - Eau de parfum pour femmes, 90 ml","15,65€",Cosmétique et Beauté,"3,4",guerlain_amazon.csv
"Makeup Revolution, Lip Swirl Ceramide Gloss, Brillant à lèvres, Rose Fruité, 4.5ml","5,99€",Cosmétique et Beauté,"3,8",guerlain_amazon.csv
Miroirs transatlantiques: La France et les Etats-Unis entre passions et indifférences,"27,50€",Cosmétique et Beauté,,guerlain_amazon.csv
"DKNY 24/7, Eau de Parfum pour Femme, Parfum Floral Boisé, Fragrance Longue Durée","21,44€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
El Taller de l’Alquímia: El perfum és la forma més intensa del record. JP Guerlain (Catalan Edition),"5,99€",Cosmétique et Beauté,,guerlain_amazon.csv
MADEMOISELLE EDP 30ml,"33,81€",Cosmétique et Beauté,"4,7",guerlain_amazon.csv
GUERLAIN,,Cosmétique et Beauté,"5,0",guerlain_amazon.csv
EAU DES MERVEILLES BLEUE,"124,59€",Cosmétique et Beauté,"5,0",guerlain_amazon.csv
"Angelady Bracelet Femme Infini 7in Plaqué Argent Bracelet Or Rose avec des Cristaux, Bracelet Femme Cadeau Fête des Mères Anniversaire Femme Maman - avec Boîte Cadeau","32,99€",Cosmétique et Beauté,"4,3",guerlain_amazon.csv
"AYAT PERFUMES – SPARKLE SERIES Eau de Parfum Femme 100 ml Pink Gold | Parfum Floral Gourmand aux Notes de Pêche, Jasmin & Vanille | Parfum Oriental Sensuel Longue Tenue – Fabriqué à Dubaï","25,00€",Cosmétique et Beauté,"4,0",guerlain_amazon.csv
El Taller de l’Alquímia: El perfum és la forma més intensa del record. JP Guerlain (Catalan Edition),"5,99€",Cosmétique et Beauté,,guerlain_amazon.csv
GUERLAIN,,Cosmétique et Beauté,"5,0",guerlain_amazon.csv
"MUGLER ANGEL FANTASM Eau De Parfum Rechargeable Pour Elle - Parfum Pour Femme - Gourmand, Ambré et Fruité","139,90€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
Et soudain vint l'été,"13,99€",Cosmétique et Beauté,"3,8",guerlain_amazon.csv
Flacons Guerlain,,Cosmétique et Beauté,"4,9",guerlain_amazon.csv
Mauboussin - A la Folie 100ml - Eau de Parfum Femme - Senteur Florale & Orientale,"38,90€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
La passion du dessin. La collection privée de Florence et Daniel Guerlain,"25,00€",Cosmétique et Beauté,,guerlain_amazon.csv
"Mauboussin - Star Chérie 90ml + 20ml (Travel Spray) - Eau de Parfum Femme - Senteur Florale, Orientale, Fruitée & Gourmande","41,40€",Cosmétique et Beauté,"4,1",guerlain_amazon.csv
Spray Intrude 100ml (L'INTRUDE),"21,38€",Cosmétique et Beauté,"4,2",guerlain_amazon.csv
Les noyés du Canal de Roubaix: Une nouvelle enquête d'Arthur Guerlain,"9,50€",Cosmétique et Beauté,"4,0",guerlain_amazon.csv
"La Rive Madame Isabelle - Eau de parfum pour femmes, 90 ml","15,65€",Cosmétique et Beauté,"3,4",guerlain_amazon.csv
"Moroccanoil L'Originale Eau de Parfum, 60ml","90,00€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
Meurtres à Roubaix: Une enquête d'Arthur Guerlain,"8,44€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
GUERLAIN,,Cosmétique et Beauté,"5,0",guerlain_amazon.csv
Guerlain; Visionary Since 1828,"120,00€",Cosmétique et Beauté,,guerlain_amazon.csv
"Jennifer Lopez Eau de parfum Live Luxe, vaporisateur, 100 ml, parfum délicat provenant d’un stockiste autorisé","29,34€",Cosmétique et Beauté,"4,2",guerlain_amazon.csv
Clinique True Bronze Poudre Compacte Bronzante | Éclat Hâlé + Fini Naturel,"44,50€",Cosmétique et Beauté,"4,7",guerlain_amazon.csv
EAU DES MERVEILLES BLEUE,"124,59€",Cosmétique et Beauté,"5,0",guerlain_amazon.csv
"Pérdida de sentido por las diferencias culturales en la traducción: Serie: ""How I Met Your Mother o Cómo Conocí A Tu Madre""","63,99€",Cosmétique et Beauté,,guerlain_amazon.csv
"Cacharel - Anaïs Anaïs Premier Délice - Eau de Toilette - Parfum Féminin Doux, Frais et Juvénile - Fragrance Fruitée et Florale - Parfum de Luxe pour Femme","56,50€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
Guerlain: Une icône impériale,,Cosmétique et Beauté,,guerlain_amazon.csv
MADEMOISELLE EDP 30ml,"33,81€",Cosmétique et Beauté,"4,7",guerlain_amazon.csv
"DKNY 24/7, Eau de Parfum pour Femme, Parfum Floral Boisé, Fragrance Longue Durée","21,44€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
"GUESS Seductive Blue, Eau de Toilette pour Femme, Parfum Floral et Fruitée, Senteur Fraîche et Addictive, Longue Durée, 30 ml","16,00€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
Lolita Lempicka Eau de parfum pour femmes - Vaporisateur - 100mL,"50,00€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
Parfum Femme SOLINOTES Bois de Oud - Eau De Parfum | Fragrance Florale et Apaisante - Cadeau Parfait pour Elle - 15 ml,"11,00€",Cosmétique et Beauté,"3,9",guerlain_amazon.csv
Voyages de parfums,,Cosmétique et Beauté,"4,5",guerlain_amazon.csv
Parfums Gres Cabotine Rosalie For Women 3.4 oz EDT Spray,"23,22€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
"GUESS Seductive Blue, Eau de Toilette pour Femme, Parfum Floral et Fruitée, Senteur Fraîche et Addictive, Longue Durée, 50 ml","25,00€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
"OULAC Encre à Lèvres Liquide Mate, Rouge Foncé Rouge à lèvres Longue Tenue, Fini Mat, Couleur Intense Lip Tint, Infusée en vitamine E, Végétalien et Sans Cruauté, 4,5ml (M01) Kiss me now","8,99€",Cosmétique et Beauté,"3,9",guerlain_amazon.csv
""" Mon eau"" Lolita Lempicka, Eau de parfum - 30 ml.","19,75€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
ARMAF Club De Nuit Maleka Eau de Parfum 105 ml,"36,40€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
Les Routes de mes parfums,,Cosmétique et Beauté,"4,5",guerlain_amazon.csv
BIOTHERM - Eau Vitaminée - Parfum Femme - Fraîcheur & Parfum Agréable - Enrichie en Essences d'Agrumes - Pour Tous Types de Peau - 100 ml,"55,00€",Cosmétique et Beauté,"4,7",guerlain_amazon.csv
Guerlain,,Cosmétique et Beauté,,guerlain_amazon.csv
JEANNE ARTHES - Eau de Parfum Femme - Guipure & Silk - Floral & Fruité -Amande Douce & Coco - Fabriqué en France à Grasse - Cadeau femme - 100 ml,,Cosmétique et Beauté,"4,3",guerlain_amazon.csv
"GUESS Seductive Red, Eau de Toilette pour Femme, Parfum Gourmand, Parfum Sensuel Longue Durée, 50 ml","37,19€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
"Elizabeth Arden Coffret Eau de Parfum Femme 5th Avenue, Cadeau femme, Senteur Florale et Séduisante, Crème Corps et parfum","63,00€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
Mauboussin - Mademoiselle Twist 90ml - Eau de Parfum Femme - Senteur Florale & Orientale,"37,90€",Cosmétique et Beauté,"4,5",guerlain_amazon.csv
"GUESS Seductive Noir, Eau de Toilette pour Femme, Parfum Floral, Parfum Sensuel Longue Durée, 75 ml","26,27€",Cosmétique et Beauté,"4,4",guerlain_amazon.csv
Suddenly Chalou - Eau de parfum végétalienne - 75 ml,"16,93€",Cosmétique et Beauté,"4,3",guerlain_amazon.csv
Le printemps de Guerlain,,Cosmétique et Beauté,"3,0",guerlain_amazon.csv
Jean-Pierre Sand Gattina Black EdP pour femme 75 ml,"23,88€",Cosmétique et Beauté,"4,6",guerlain_amazon.csv
Mauboussin - Promise Me Intense 90ml - Eau de Parfum Femme - Senteur Orientale & Florale,,Cosmétique et Beauté,"4,3",guerlain_amazon.csv
Inessance Paris - Eau de Parfum pour Femme Mademoiselle Inessance - Parfum aux Notes Fleuries et Fruités - Flacon Chic et Moderne - Fabriqué et Conditionné en France - 50ml,"9,29€",Cosmétique et Beauté,"4,1",guerlain_amazon.csv
"Sangado L'inoubliable Parfum Pour Femme, 8-10 Heures Longue Durée, Senteur Luxe, Oriental Floral, Essences Françaises Fines, Extra-Concentré, 50 Ml Spray","17,99€",Cosmétique et Beauté,"3,9",guerlain_amazon.csv
La cote des échantillons Guerlain,,Cosmétique et Beauté,,guerlain_amazon.csv
"NIVEA Crème visage, corps & mains (lot de 4 x 150 ml), crème hydratante à la texture onctueuse enrichie en Eucerit, soin hydratant multiusage pour toute la famille","7,34€",Cosmétique et Beauté,"4,7",nivea_amazon.csv
NIVEA Lait corps Hydratation Intense 72H (1 x 625 ml) — Lait Nourrissant à l'Acide Hyaluronique pur & Huile d'Amande Douce — Crème hydratante corps pour peaux sèches à très sèches,"8,99€",Cosmétique et Beauté,"4,7",nivea_amazon.csv
"NIVEA Crème visage, corps & mains (1 x 250 ml), crème hydratante à la texture onctueuse enrichie en Eucerit, soin hydratant multiusage pour toute la famille","3,52€",Cosmétique et Beauté,"4,7",nivea_amazon.csv
"NIVEA Crème visage, corps & mains (1 x 400 ml), crème hydratante à la texture onctueuse enrichie en Eucerit, soin hydratant multiusage pour toute la famille","6,25€",Cosmétique et Beauté,"4,7",nivea_amazon.csv
"NIVEA REPAIR & CARE Baume Réparateur Visage, Corps & Mains Peaux Très Sèches (1 x 400 ml), Crème à la vitamine E & glycérine pour peaux rugueuses extra sèches, Soin corps hydratant 72H","5,85€",Cosmétique et Beauté,"4,6",nivea_amazon.csv
"NIVEA Soft Crème de soin hydratante (1 x 500 ml), Pot de crème pour le corps à l’hydratation intense, Soin corporel contenant de l’huile de jojoba et de la vitamine E","6,99€",Cosmétique et Beauté,"4,7",nivea_amazon.csv
NIVEA Lait Corps Hydratant Douceur 72h (1 x 250 ml) — Crème hydratante à l'Acide Hyaluronique pur & Beurre de karité — Soin pour le corps avec sérum hydratant nourrissant peaux sèches,"3,54€",Cosmétique et Beauté,"4,7",nivea_amazon.csv
"NIVEA Soft Crème de soin hydratante 3-en-1 (1 x 200 ml), Crème visage, corps et mains pour une hydratation intense, Crème hydratante multiusage","2,97€",Cosmétique et Beauté,"4,7",nivea_amazon.csv
"NIVEA SOFT Crème de soin multi-usage hydratante 48H (1 x 50 ml), Soin hydratant Visage, Corps & Mains à la vitamine E & Huile de Jojoba, Formule Vegan lègère, 95% ingrédients d'origine naturelle","1,73€",Cosmétique et Beauté,"4,7",nivea_amazon.csv
"NIVEA Soft Crème de soin hydratante (1 x 375 ml), Pot de crème pour le corps à l’hydratation intense, Soin corporel contenant de l’huile de jojoba et de la vitamine E","4,48€",Cosmétique et Beauté,"4,7",nivea_amazon.csv
NIVEA Lait Corps Fermeté Q10 48H (1x 400ml) — Lait hydratant enrichi en Co-Enzyme Q10 & Vitamine C — Crème Hydratante raffermissante pour le corps pour peaux normales,"5,35€",Cosmétique et Beauté,"4,7",nivea_amazon.csv
Nivea Crème 400 ml,"7,95€",Cosmétique et Beauté,"4,7",nivea_amazon.csv
"NIVEA Luminous 630 Soin de Jour Protecteur FPS 50 (1x40 ml), soin visage anti taches et anti-âge au Thiamidol & Acide Hyaluronique, soin femme perfecteur de teint, crème hydratante visage","19,99€",Cosmétique et Beauté,"4,4",nivea_amazon.csv
"NIVEA Q10 - Anti-Rides Expert, Crème Anti Rides Femme pour Front, Yeux, Lèvres, Menton, Soins pour le Visage Efficace en 5min, Coenzyme Q10 & Peptides de Bioxifill - 15ml","11,11€",Cosmétique et Beauté,"4,1",nivea_amazon.csv
NIVEA Lait Corps Fermeté Q10 48H (1x 250ml) — Lait hydratant enrichi en Co-Enzyme Q10 & Vitamine C — Crème Hydratante raffermissante pour le corps pour peaux normales,"3,54€",Cosmétique et Beauté,"4,6",nivea_amazon.csv
"NIVEA Soft Crème de soin multi-usage hydratante (1 x 100 ml), Pot de crème pour le corps à l’hydratation intense, Soin corporel contenant de l’huile de jojoba et de la vitamine E","2,90€",Cosmétique et Beauté,"4,5",nivea_amazon.csv
"NIVEA Crème de douche Soin (1 x 250 ml), enrichie à l’Huile de pépin de Raison & Amande douce, Soin corps hydratant qui nettoie respecte et renforce le microbiome pour peaux sèches","1,90€",Cosmétique et Beauté,"4,6",nivea_amazon.csv
"NIVEA MEN Protect & Care Soin Confort Hydratant (1 x 75 ml), Soin visage enrichi en Vitamine B5 et Aloe Vera, Crème Hydratante non grasse pour hommes","5,75€",Cosmétique et Beauté,"4,6",nivea_amazon.csv
"NIVEA MEN Peau Sensible Baume Après-Rasage (1 x 100 ml), Soin Après-Rasage enrichi en Camomille & Hamamélis, Soin visage pour homme 0% d’alcool pour peaux sensibles","3,99€",Cosmétique et Beauté,"4,6",nivea_amazon.csv
Nivea Lait Corps sous la Douche Nourrissant 400 ml,"5,97€",Cosmétique et Beauté,"4,7",nivea_amazon.csv
"NIVEA - Sérum Épigénétique Visage Anti-Âge Intense avec Technologie Age Clock, Acide Hyaluronique et Épicelline, Soin Hydratant Repulpant Anti-Rides pour Tous Types de Peaux - 30 ml","27,99€",Cosmétique et Beauté,"4,3",nivea_amazon.csv
"NIVEA Q10 Power Soin de Jour FPS30 (1x50 ml), crème anti rides au Q10 Pur & Acide Hyaluronique, crème anti-âge booster de collagène, soin visage extra fermeté tous types de peaux","11,80€",Cosmétique et Beauté,"4,6",nivea_amazon.csv
"NIVEA Crème de soin universel, crème hydratante classique pour tous les types de peau, soin riche avec eucérite apparentée à la peau (75 ml)",,Cosmétique et Beauté,"4,6",nivea_amazon.csv
NIVEA Luminous 630 - Sérum Visage Anti-Âge & Anti-Taches d'Hyperpigmentation - Combleur de Rides & Booster de Collagène - Acide Hyaluronique & Thiamidol Breveté - 30 ml,"18,63€",Cosmétique et Beauté,"4,4",nivea_amazon.csv
"NIVEA MEN Crème hydratante 3-en-1 (150 ml), Crème visage, corps et mains nourrissante pour homme, Soin hydratant enrichi en Vitamine E et Glycérine","4,11€",Cosmétique et Beauté,"4,6",nivea_amazon.csv
"NIVEA - Gel Nettoyant Visage Derma Skin Clear - Nettoie En Profondeur - Réduit L'Excès De Sébum & Les Imperfections - Acide Salicylique, Sel Marin & Niacinamide - Peaux À Imperfections - 150 ml","4,08€",Cosmétique et Beauté,"4,5",nivea_amazon.csv
"NIVEA REPAIR & CARE Baume Réparateur Visage, Corps & Mains Peaux Sèches & Sensibles (1 x 400 ml), Crème à la glycérine & panthénol anti-démangeaison, Soin corps hydratant non parfumé 72H","5,60€",Cosmétique et Beauté,"4,4",nivea_amazon.csv
NIVEA SUN - Spray Solaire Protect & Hydrate SPF 50+ - 200 ml - Protection Solaire Résistante à l'Eau Haute Protection Visage et Corps,"7,54€",Cosmétique et Beauté,"4,7",nivea_amazon.csv
NIVEA - BB Crème 5 En 1 Teinte Médium - Crème Visage FPS 15 - Hydratation 24H - Réduit Imperfections & Signes De Fatigue - Huile De Jojoba Bio & Pigments Minéraux - Vegan - Tous Types De Peaux - 50 ml,"7,89€",Cosmétique et Beauté,"4,4",nivea_amazon.csv
NIVEA Lait Corps Fermeté Q10 48H (1x 625ml) — Lait hydratant enrichi en Co-Enzyme Q10 & Vitamine C — Crème Hydratante raffermissante pour le corps pour peaux normales,"15,81€",Cosmétique et Beauté,"4,6",nivea_amazon.csv
"NIVEA Démaquillant Yeux Double Action au Bleuet (1 x 125 ml), nettoyant visage enrichi en eau purifiée, soin visage femme pour tous types de peaux, format voyage","2,59€",Cosmétique et Beauté,"4,6",nivea_amazon.csv
NIVEA - Tonique Douceur - Nettoyant Visage - Elimine Les Impuretés & Tonifie La Peau - Hydrate & Apaise - Huile D'Amande Douce & Hydramine - Vegan - Peaux Sèches & Sensibles - 200 ml,"4,00€",Cosmétique et Beauté,"4,5",nivea_amazon.csv
"NIVEA MEN Gel douche 3-en-1 Protect & Care (1 x 500 ml), Gel douche homme à l’aloe vera, Soin nettoyant pour homme visage, corps et cheveux","3,51€",Cosmétique et Beauté,"4,6",nivea_amazon.csv
